voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Steve Smith,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Tim Reynolds,Associated Press,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
TJ Manotoc,ABC-CBN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Tony Jones,Salt Lake Tribune,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Vince Goodwill,CSN Chicago,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Weiping Zhang,CCTV,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Yoko Miyaji,Sports Graphic Number,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Zach Lowe,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Aaron Falk,Salt Lake Tribune,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Alan Horton,WCCO 830-AM,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Andre Aldridge,Fox Sports South,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Anthony Slater,The Oklahoman,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Antonio Harvey,Fox Sports Radio/620AM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Bill Land,Fox Sports Southwest,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Bill Oram,Orange County Register,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Bill Reiter,CBSSports.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Bill Schoening,WOAI Radio,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Bill Simmons,Bill Simmons Podcast/HBO,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Bill Worrell,Root Sports Southwest,"Green, Draymond -- GS","Davis, Anthony -- NOP","Ariza, Trevor -- HOU",2016,DPOY
Bob Fitzgerald,Comcast SportsNet Bay Area,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Bob Rathbun,Fox Sports South,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC",2016,DPOY
Brian Mahoney,Associated Press,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Brian Scalabrine,Comcast SportsNet New England,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Brian Sieman,The Beast 980,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Brian Windhorst,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2016,DPOY
Candace Buckner,Indianapolis Star,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Cedric Maxwell,98.5 The Sports Hub,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Bradley, Avery -- BOS",2016,DPOY
Charles Gardner,Milwaukee Journal Sentinel,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA",2016,DPOY
Chris Broussard,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Chris Carrino,WFAN (660),"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Chris Dempsey,Denver Post,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Chris Denari,Fox Sports Indiana,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Chris Sheridan,Sheridanhoops.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Chuck Swirsky,ESPN AM 1000,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Dan Woike,Orange County Register,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Dave Johnson,106.7 The Fan,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Dave McMenamin,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
David Aldridge,TNT,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
David Mayo,Mlive Media Group,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
David Wesley,Fox Sports New Orleans,"Whiteside, Hassan -- MIA","Leonard, Kawhi -- SA","Butler, Jimmy -- CHI",2016,DPOY
Dennis Neumann,ESPN 580 AM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Diamond Leung,Bay Area News Group,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Doris Burke,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Doug Smith,The Toronto Star,"Leonard, Kawhi -- SA","Drummond, Andre -- DET","Bradley, Avery -- BOS",2016,DPOY
Dwain Price,Ft. Worth Star Telegam,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Jordan, DeAndre -- LAC",2016,DPOY
Eddie Johnson,Fox Sports Arizona,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Eddie Sefko,Dallas Morning News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Lowry, Kyle -- TOR",2016,DPOY
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,"Green, Draymond -- GS","Whiteside, Hassan -- MIA","Leonard, Kawhi -- SA",2016,DPOY
Eric Reid,Fox Sports Sun,"Whiteside, Hassan -- MIA","Green, Draymond -- GS","Leonard, Kawhi -- SA",2016,DPOY
Ernie Johnson,TNT,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Ethan Skolnick,Miami Herald,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Fran Blinebury,NBA.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2016,DPOY
Frank Isola,Sirius Radio/New York Daily News,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Gary Gerould,Comcast SportsNet-CA,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Gary Washburn,Boston Globe,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Grant Napear,Comcast SportsNet-CA,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Howard Beck,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Hubie Brown,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Ian Eagle,YES Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Israel Guttierez,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
JA Adande,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jack Armstrong,SportsNet/TSN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Davis, Anthony -- NOP",2016,DPOY
Jason Jackson,Fox Sports Sun,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Jason Jones,Sacramento Bee,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Jason Kosmicki,Altitude Radio Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jason Lloyd,Akron Beacon Journal,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Jeff Turner,Fox Sports Florida,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jeff Zillgitt,USA Today,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Jerry Zgoda,Minneapolis Star Tribune,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Jessica Camerato,Comcast SportsNet,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Jim Paschke,Fox Sports Wisconsin,"Leonard, Kawhi -- SA","Green, Draymond -- GS","James, LeBron -- CLE",2016,DPOY
Jim Petersen,Fox Sports North,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Jim Spanarkel,YES Network,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","James, LeBron -- CLE",2016,DPOY
Jody Genessy,Deseret News,"Leonard, Kawhi -- SA","Gobert, Rudy -- UTA","Green, Draymond -- GS",2016,DPOY
Joe Cowley,Chicago Sun-Times,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Joe Freeman,The Oregonian,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Joel Meyers,Fox Sports New Orleans,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","Bradley, Avery -- BOS","Leonard, Kawhi -- SA",2016,DPOY
John Krawczynski,Associated Press,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Jon Barry,ESPN Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Jonathan Feigen,Houston Chronicle,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Butler, Jimmy -- CHI",2016,DPOY
Ken Berger,CBSSports.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Kevin Arnovitz,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Kevin Calabro,ESPN Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Lang Whitaker,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Marc Berman,New York Post,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Marc Spears,The Undefeated,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Marc Stein,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Marc Zumoff,Sixers TV,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Mark Boyle,107.5/1070 The Fan,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Mark Followill,TXA-21/Fox Sports Net,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Whiteside, Hassan -- MIA",2016,DPOY
Mark Medina,LA Daily News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Marv Albert,TNT,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Matt Bullard,Root Sports Southwest,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Matt Devlin,SportsNet/TSN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Matt Pinto,WWLS / 98.1,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Matt Winer,NBA TV,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Michael Smith,Prime Ticket,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Michael Wilbon,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Mike Breen,ABC Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Mike Fratello,TNT,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Mike Monroe,The Rivard Report,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Mike Rice,Comcast SportsNet NW,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Paul, Chris -- LAC",2016,DPOY
Mike Tirico,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Paul Coro,The Arizona Republic,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Pete Pranica,Fox Sports Southeast,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Ramona Shelburne,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Ric Bucher,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Rick Bonnell,Charlotte Observer,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Rod Beard,Detroit News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Ron Boone,ROOT Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Ron Tillery,Memphis Commercial Appeal,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Royce Young,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Horford, Al -- ATL",2016,DPOY
Sage Steele,ABC Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Sam Amick,USA Today,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Sam Smith,Bulls.com,"Green, Draymond -- GS","Allen, Tony -- MEM","Leonard, Kawhi -- SA",2016,DPOY
Scott Hastings,Altitude Sports & Entertainment,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Sean Deveney,The Sporting News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Sean Kelley,WRNO 99.5 FM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Sherrod Blakely,CSNNE.com,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Jordan, DeAndre -- LAC",2016,DPOY
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Steve Aschburner,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Steve Holman,Hawks Radio Network,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Green, Draymond -- GS",2016,DPOY
Steve Martin,Fox Sports Carolinas/SportSouth,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Steve Popper,The Record,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Ted Davis,WTMJ Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Tim Kempton,KTAR Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Tim Reynolds,Associated Press,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Tim Roye,KNBR Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Tom McGinnis,Sixers Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Vince Ellis,Detroit Free Press,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2016,DPOY
Vince Goodwill,CSNChicago.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Walt Frazier,MSG Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Crowder, Jae -- BOS",2016,DPOY
Zach Lowe,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Aaron Falk,Salt Lake Tribune,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA",2015,DPOY
Adrian Chavarria,KEYH 850 AM,"Jordan, DeAndre -- LAC","Gasol, Marc -- MEM","Leonard, Kawhi -- SA",2015,DPOY
Alan Horton,WCCO 830-AM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2015,DPOY
Andre Aldridge,Fox Sports South,"Jordan, DeAndre -- LAC","Green, Draymond -- GS","Leonard, Kawhi -- SA",2015,DPOY
Anthony Slater,Oklahoman,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA",2015,DPOY
Antonio Harvey,Fox Sports Radio/620AM,"Jordan, DeAndre -- LAC","Davis, Anthony -- NO","Whiteside, Hassan -- MIA",2015,DPOY
Bill Land,Fox Sports Southwest,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","Duncan, Tim -- SA",2015,DPOY
Bill Oram,Orange County Register,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Bogut, Andrew -- GS",2015,DPOY
Bill Reiter,Foxsports.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bogut, Andrew -- GS",2015,DPOY
Bill Schoening,WOAI Radio,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Davis, Anthony -- NO",2015,DPOY
Bill Simmons,Grantland,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2015,DPOY
Bill Wennington,WMVP AM 1000,"Davis, Anthony -- NO","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2015,DPOY
Bill Worrell,Root Sports Southwest,"Green, Draymond -- GS","Ariza, Trevor -- HOU","Jordan, DeAndre -- LAC",2015,DPOY
Bob Cooney,Philadelphia Daily News,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2015,DPOY
Bob Fitzgerald,Comcast SportsNet Bay Area,"Green, Draymond -- GS","Bogut, Andrew -- GS","Leonard, Kawhi -- SA",2015,DPOY
Bob Rathbun,Fox Sports South,"Davis, Anthony -- NO","Green, Draymond -- GS","Gobert, Rudy -- UTA",2015,DPOY
Brendan Brown,MSG Network,"Davis, Anthony -- NO","Gobert, Rudy -- UTA","Carroll, DeMarre -- ATL",2015,DPOY
Brian Windhorst,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2015,DPOY
Candace Buckner,Indianapolis Star,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2015,DPOY
Charles Gardner,Milwaukee Journal Sentinel,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS",2015,DPOY
Chris Broussard,ESPN The Magazine,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA",2015,DPOY
Chris Dempsey,Denver Post,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Davis, Anthony -- NO",2015,DPOY
Chris Denari,Fox Sports Indiana,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2015,DPOY
Chris Mannix,Sports Illustrated,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
Chris Marlowe,Altitude Sports & Entertainment,"Jordan, DeAndre -- LAC","Davis, Anthony -- NO","Leonard, Kawhi -- SA",2015,DPOY
Chris Sheridan,Sheridanhoops.com,"Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Green, Draymond -- GS",2015,DPOY
Chuck Cooperstein,ESPN 103.3,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS",2015,DPOY
Dan Woike,Orange County Register,"Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Green, Draymond -- GS",2015,DPOY
Dante Marchitelli,Fox Sports Florida,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Leonard, Kawhi -- SA",2015,DPOY
Darnell Mayberry,Oklahoman,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS",2015,DPOY
Dave McMenamin,ESPN.com,"Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Jordan, DeAndre -- LAC",2015,DPOY
David Aldridge,TNT,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS",2015,DPOY
David Mayo,Mlive Media Group,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","James, LeBron -- CLE",2015,DPOY
David Steele,Fox Sports Florida,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA",2015,DPOY
Doris Burke,ESPN,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA",2015,DPOY
Doug Smith,The Toronto Star,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
Dwain Price,Ft. Worth Star Telegam,"Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Davis, Anthony -- NO",2015,DPOY
Eddie Johnson,Fox Sports Arizona,"Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2015,DPOY
Eddie Sefko,Dallas Morning News,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","Jordan, DeAndre -- LAC",2015,DPOY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Leonard, Kawhi -- SA","Allen, Tony -- MEM","Green, Draymond -- GS",2015,DPOY
Ernie Johnson,TNT,"Jordan, DeAndre -- LAC","Davis, Anthony -- NO","Leonard, Kawhi -- SA",2015,DPOY
Ethan Skolnick,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
Fran Blinebury,NBA.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
Frank Isola,Sirius Radio/New York Daily News,"Jordan, DeAndre -- LAC","Green, Draymond -- GS","Leonard, Kawhi -- SA",2015,DPOY
Fred McLeod,Fox Sports Ohio,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM",2015,DPOY
Gary Gerould,Comcast SportsNet-CA,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
Gary Washburn,Boston Globe,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA",2015,DPOY
George Blaha,WMGC / Fox Sports Detroit,"Davis, Anthony -- NO","Green, Draymond -- GS","Leonard, Kawhi -- SA",2015,DPOY
Glenn Consor,106.7 The Fan,"Jordan, DeAndre -- LAC","Noah, Joakim -- CHI","Kidd-Gilchrist, Michael -- CHA",2015,DPOY
Grant Napear,Comcast SportsNet-CA,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bogut, Andrew -- GS",2015,DPOY
Howard Beck,Bleacher Report,"Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Green, Draymond -- GS",2015,DPOY
Hubie Brown,ESPN,"Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Gobert, Rudy -- UTA",2015,DPOY
Ira Winderman,South Florida Sun Sentinel,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA",2015,DPOY
Israel Guttierez,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Duncan, Tim -- SA",2015,DPOY
JA Adande,ESPN.com,"Jordan, DeAndre -- LAC","Green, Draymond -- GS","Leonard, Kawhi -- SA",2015,DPOY
Jabari Young,Comcast SportsNet NW,"Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Gasol, Marc -- MEM",2015,DPOY
Jack Armstrong,SportsNet/TSN,"Jordan, DeAndre -- LAC","Kidd-Gilchrist, Michael -- CHA","Green, Draymond -- GS",2015,DPOY
Jason Jackson,Sun Sports,"Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Noel, Nerlens -- PHI",2015,DPOY
Jason Jones,Sacramento Bee,"Jordan, DeAndre -- LAC","Bogut, Andrew -- GS","Green, Draymond -- GS",2015,DPOY
Jason Kosmicki,Altitude Radio Network,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","James, LeBron -- CLE",2015,DPOY
Jason Lloyd,Akron Beacon Journal,"Jordan, DeAndre -- LAC","Gobert, Rudy -- UTA","Bogut, Andrew -- GS",2015,DPOY
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","Green, Draymond -- GS",2015,DPOY
Jeff Zillgitt,USA Today,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Allen, Tony -- MEM",2015,DPOY
Jerry Zgoda,Minneapolis Star Tribune,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2015,DPOY
