voter_name,affiliation,first,first_2,first_3,first_4,first_5,second,second_2,second_3,second_4,second_5,year,award
Sherrod Blakely,Comcast SportsNet,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Nurkic, Jusuf -- DEN","Bogdanovic, Bojan -- BRK","Smart, Marcus -- BOS","Parker, Jabari -- MIL",2015,All-Rook
Rick Bonnell,Charlotte Observer,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","LaVine, Zach -- MIN","Bogdanovic, Bojan -- BRK","Hood, Rodney -- UTA","Clarkson, Jordan -- LAL","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN",2015,All-Rook
Ernie Johnson,TNT,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Bogdanovic, Bojan -- BRK","Galloway, Langston -- NY","Smart, Marcus -- BOS","Papanikolaou, Kostas -- HOU",2015,All-Rook
Jim Barnett,Comcast SportsNet Bay Area,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Hood, Rodney -- UTA","Galloway, Langston -- NY","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN",2015,All-Rook
Mike Monroe,San Antonio Express-News,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Exum, Dante -- UTA","Hood, Rodney -- UTA","Smart, Marcus -- BOS","Bogdanovic, Bojan -- BRK",2015,All-Rook
Matt Winer,NBA TV,"Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","Bogdanovic, Bojan -- BRK","LaVine, Zach -- MIN","Hood, Rodney -- UTA","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN",2015,All-Rook
Steve Aschburner,NBA.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","Bogdanovic, Bojan -- BRK","Galloway, Langston -- NY","LaVine, Zach -- MIN","Smart, Marcus -- BOS","Black, Tarik -- LAL",2015,All-Rook
Marc Spears,Yahoo! Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Clarkson, Jordan -- LAL","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI","Galloway, Langston -- NY","Hood, Rodney -- UTA","LaVine, Zach -- MIN","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN",2015,All-Rook
Chris Sheridan,Sheridanhoops.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","Nurkic, Jusuf -- DEN","Warren, T.J. -- PHO","LaVine, Zach -- MIN","Smart, Marcus -- BOS","Bogdanovic, Bojan -- BRK",2015,All-Rook
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Bogdanovic, Bojan -- BRK","LaVine, Zach -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI","Clarkson, Jordan -- LAL","McDaniels, K.J. -- HOU","Smart, Marcus -- BOS","Exum, Dante -- UTA",2015,All-Rook
Scott Hastings,Altitude Sports & Entertainment,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Clarkson, Jordan -- LAL","Mirotic, Nikola -- CHI","LaVine, Zach -- MIN","Payton, Elfrid -- ORL","Hood, Rodney -- UTA","McDaniels, K.J. -- HOU","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN",2015,All-Rook
Sam Amick,USA Today,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Bogdanovic, Bojan -- BRK","Nurkic, Jusuf -- DEN","Smart, Marcus -- BOS","Hood, Rodney -- UTA",2015,All-Rook
Bill Oram,Orange County Register,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","Clarkson, Jordan -- LAL","McDaniels, K.J. -- HOU","Galloway, Langston -- NY","Nurkic, Jusuf -- DEN","Smart, Marcus -- BOS","Bogdanovic, Bojan -- BRK",2015,All-Rook
David Mayo,Mlive Media Group,"Wiggins, Andrew -- MIN","Galloway, Langston -- NY","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Nurkic, Jusuf -- DEN","Clarkson, Jordan -- LAL","LaVine, Zach -- MIN","Payton, Elfrid -- ORL","Smart, Marcus -- BOS","McGary, Mitch -- OKC",2015,All-Rook
Steve Aschburner,NBA.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)",2018,All-Rook
Matt Winer,Turner,"Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Anunoby, OG (TOR)","Smith Jr., Dennis (DAL)","Collins, John (ATL)",2018,All-Rook
Manny Navarro,Miami Herald,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Allen, Jarrett (BKN)",2018,All-Rook
Connor Letourneau,San Francisco Chronicle,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Collins, John (ATL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)",2018,All-Rook
Marc Berman,New York Post,"Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Simmons, Ben (PHI)","Markkanen, Lauri (CHI)","Allen, Jarrett (BKN)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)",2018,All-Rook
Weiping Zhang,CCTV,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)",2018,All-Rook
Glenn Consor,106.7 The Fan,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL","Smart, Marcus -- BOS","Sampson, JaKarr -- PHI","Dinwiddie, Spencer -- DET","Exum, Dante -- UTA","Stauskas, Nik -- SAC","Gordon, Aaron -- ORL",2015,All-Rook
Dennis Scott,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Bogdanovic, Bogdan (SAC)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Bell, Jordan (GSW)","Fox, De'Aaron (SAC)","Thornwell, Sindarius (LAC)","Adebayo, Bam (MIA)",2018,All-Rook
Jason Anderson,Sacramento Bee,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Herro, Tyler (MIA)","Thybulle, Matisse (PHI)","White, Coby (CHI)",2020,All-Rook
Andy Larsen,Salt Lake Tribune,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)","Davis, Terence (TOR)","Herro, Tyler (MIA)","Porter, Michael Jr. (DEN)","Paschall, Eric (GSW)","Thybulle, Matisse (PHI)","Washington, P.J. (CHA)",2020,All-Rook
Connor Letourneau,San Francisco Chronicle,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Paschall, Eric (GSW)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Porter, Michael Jr. (DEN)","Thybulle, Matisse (PHI)","Davis, Terence (TOR)",2020,All-Rook
Jalen Rose,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","White, Coby (CHI)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Porter, Michael Jr. (DEN)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)","Davis, Terence (TOR)",2020,All-Rook
Shams Charania,The Athletic/Stadium,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Garland, Darius (CLE)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)","White, Coby (CHI)",2020,All-Rook
Rachel Nichols,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Herro, Tyler (MIA)","White, Coby (CHI)","Thybulle, Matisse (PHI)","Washington, P.J. (CHA)",2020,All-Rook
Will Guillory,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Davis, Terence (TOR)","Washington, P.J. (CHA)","White, Coby (CHI)","Thybulle, Matisse (PHI)","Barrett, R.J. (NYK)",2020,All-Rook
Jared Greenberg,Turner,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","White, Coby (CHI)","Thybulle, Matisse (PHI)","Herro, Tyler (MIA)",2020,All-Rook
Josh Robbins,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Herro, Tyler (MIA)","Paschall, Eric (GSW)","Davis, Terence (TOR)","White, Coby (CHI)","Thybulle, Matisse (PHI)","Washington, P.J. (CHA)",2020,All-Rook
Eric Woodyard,Deseret News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Trier, Allonzo (NYK)","Carter Jr., Wendell (CHI)",2019,All-Rook
Royce Young,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Huerter, Kevin (ATL)","Trier, Allonzo (NYK)","Gilgeous-Alexander, Shai (LAC)",2019,All-Rook
Michelle Beadle,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Huerter, Kevin (ATL)","Trier, Allonzo (NYK)","Bagley III, Marvin (SAC)",2019,All-Rook
Chris Haynes,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Trier, Allonzo (NYK)","Huerter, Kevin (ATL)",2019,All-Rook
Rusty Simmons,San Francisco Chronicle,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Turner, Myles -- IND","Jokic, Nikola -- DEN",2016,All-Rook
Antonio Harvey,Fox Sports Radio/620AM,"Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Johnson, Stanley -- DET","Turner, Myles -- IND","Nance Jr., Larry -- LAL",2016,All-Rook
Chris Broussard,ESPN,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Richardson, Josh -- MIA",2016,All-Rook
Tim Reynolds,Associated Press,"Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Richardson, Josh -- MIA","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Kaminsky, Frank -- CHA",2016,All-Rook
Bill Wennington,ESPN AM 1000,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","McConnell, TJ -- PHI","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Kaminsky, Frank -- CHA","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Johnson, Stanley -- DET",2016,All-Rook
Tim Kempton,KTAR Radio,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Lyles, Trey -- UTA","Okafor, Jahlil -- PHI","Turner, Myles -- IND","McConnell, TJ -- PHI",2016,All-Rook
Mike Monroe,The Rivard Report,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC",2016,All-Rook
Jessica Camerato,Comcast SportsNet,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC",2016,All-Rook
JA Adande,ESPN.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC",2016,All-Rook
Marv Albert,TNT,"Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Towns, Karl-Anthony -- MIN","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Richardson, Josh -- MIA","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Winslow, Justise -- MIA",2016,All-Rook
Bill Land,Fox Sports Southwest,"Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Towns, Karl-Anthony -- MIN","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Richardson, Josh -- MIA","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Winslow, Justise -- MIA",2016,All-Rook
Gary Washburn,Boston Globe,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Richardson, Josh -- MIA",2016,All-Rook
Pete Pranica,Fox Sports Southeast,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Simmons, Jonathon -- SA","Turner, Myles -- IND","Lyles, Trey -- UTA",2016,All-Rook
Mark Medina,LA Daily News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Johnson, Stanley -- DET","Winslow, Justise -- MIA","Turner, Myles -- IND","Lyles, Trey -- UTA",2016,All-Rook
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Turner, Myles -- IND","Kaminsky, Frank -- CHA",2016,All-Rook
David Wesley,Fox Sports New Orleans,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Johnson, Stanley -- DET","Mudiay, Emmanuel -- DEN","Hollis-Jefferson, Rondae -- BKN","Winslow, Justise -- MIA","Young, Joe -- IND","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC",2016,All-Rook
Sean Kelley,WWL 105.3 FM,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","LaVine, Zach -- MIN","Noel, Nerlens -- PHI","Clarkson, Jordan -- LAL","Smart, Marcus -- BOS","Nurkic, Jusuf -- DEN","Warren, T.J. -- PHO","Galloway, Langston -- NY",2015,All-Rook
Frank Isola,Sirius Radio,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Hachimura, Rui (WAS)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Davis, Terence (TOR)","White, Coby (CHI)","Barrett, R.J. (NYK)","Washington, P.J. (CHA)","Herro, Tyler (MIA)",2020,All-Rook
Davide Chinellato,La Gazzetta dello Sport,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Hachimura, Rui (WAS)","Paschall, Eric (GSW)","Barrett, R.J. (NYK)","Herro, Tyler (MIA)","Clarke, Brandon (MEM)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)",2020,All-Rook
Nick Kosmider,The Athletic,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Herro, Tyler (MIA)","Barrett, R.J. (NYK)","Davis, Terence (TOR)","Hachimura, Rui (WAS)","Washington, P.J. (CHA)","Paschall, Eric (GSW)",2020,All-Rook
Zach Lowe,ESPN,"Williamson, Zion (NOP)","Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)","Herro, Tyler (MIA)","White, Coby (CHI)","Hachimura, Rui (WAS)","Washington, P.J. (CHA)","Davis, Terence (TOR)",2020,All-Rook
Mirjam Swanson,Southern California News Group,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Barrett, R.J. (NYK)","White, Coby (CHI)","Hachimura, Rui (WAS)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Hunter, De'Andre (ATL)",2020,All-Rook
Steve Aschburner,NBA.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Barrett, R.J. (NYK)","Paschall, Eric (GSW)","White, Coby (CHI)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)",2020,All-Rook
Yoko Miyaji,Sports Graphic Number,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","White, Coby (CHI)","Barrett, R.J. (NYK)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Hachimura, Rui (WAS)",2020,All-Rook
Shaun Powell,NBA.com,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Herro, Tyler (MIA)","Williamson, Zion (NOP)","Barrett, R.J. (NYK)","White, Coby (CHI)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Hachimura, Rui (WAS)",2020,All-Rook
Sam Amick,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Paschall, Eric (GSW)","Davis, Terence (TOR)","White, Coby (CHI)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)",2020,All-Rook
Chris Hine,Minneapolis Star Tribune,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Paschall, Eric (GSW)","Davis, Terence (TOR)","Barrett, R.J. (NYK)","Hachimura, Rui (WAS)","White, Coby (CHI)","Washington, P.J. (CHA)","Herro, Tyler (MIA)",2020,All-Rook
Maria Taylor,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Herro, Tyler (MIA)","Clarke, Brandon (MEM)","Barrett, R.J. (NYK)","Johnson, Cameron (PHX)","White, Coby (CHI)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)",2020,All-Rook
Adam Himmelsbach,Boston Globe,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Davis, Terence (TOR)","Paschall, Eric (GSW)","White, Coby (CHI)","Washington, P.J. (CHA)","Barrett, R.J. (NYK)",2020,All-Rook
Lisa Hsu,Tencent,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Davis, Terence (TOR)","Clarke, Brandon (MEM)","Hachimura, Rui (WAS)","Paschall, Eric (GSW)","White, Coby (CHI)","Washington, P.J. (CHA)","Herro, Tyler (MIA)",2020,All-Rook
Howard Beck,Bleacher Report,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Herro, Tyler (MIA)","Nunn, Kendrick (MIA)","Davis, Terence (TOR)","Thybulle, Matisse (PHI)","White, Coby (CHI)","Washington, P.J. (CHA)","Paschall, Eric (GSW)",2020,All-Rook
Brian Windhorst,ESPN,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)","Thybulle, Matisse (PHI)","Washington, P.J. (CHA)","Herro, Tyler (MIA)","Davis, Terence (TOR)","White, Coby (CHI)","Barrett, R.J. (NYK)",2020,All-Rook
Joe Vardon,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Herro, Tyler (MIA)","Barrett, R.J. (NYK)","Hachimura, Rui (WAS)","White, Coby (CHI)","Paschall, Eric (GSW)",2020,All-Rook
Steve Smith,Turner,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Paschall, Eric (GSW)","Barrett, R.J. (NYK)","Herro, Tyler (MIA)","Hachimura, Rui (WAS)","White, Coby (CHI)","Washington, P.J. (CHA)",2020,All-Rook
Brian Mahoney,Associated Press,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Paschall, Eric (GSW)","Davis, Terence (TOR)","Herro, Tyler (MIA)","Hachimura, Rui (WAS)","White, Coby (CHI)","Garland, Darius (CLE)",2020,All-Rook
Cassidy Hubbarth,ESPN,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Herro, Tyler (MIA)","White, Coby (CHI)","Thybulle, Matisse (PHI)",2020,All-Rook
Diego Martinez,Reforma,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Barrett, R.J. (NYK)","Washington, P.J. (CHA)","Hachimura, Rui (WAS)","Paschall, Eric (GSW)","White, Coby (CHI)","Herro, Tyler (MIA)",2020,All-Rook
Mark Medina,USA Today,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Herro, Tyler (MIA)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Thybulle, Matisse (PHI)","White, Coby (CHI)","Washington, P.J. (CHA)",2020,All-Rook
Duane Rankin,Arizona Republic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)","White, Coby (CHI)","Barrett, R.J. (NYK)",2020,All-Rook
Matt Velazquez,Milwaukee Journal Sentinel,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Nunn, Kendrick (MIA)","Paschall, Eric (GSW)","Williamson, Zion (NOP)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)","White, Coby (CHI)","Davis, Terence (TOR)",2020,All-Rook
John Schuhmann,NBA.com,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Washington, P.J. (CHA)","Thybulle, Matisse (PHI)","White, Coby (CHI)","Barrett, R.J. (NYK)",2020,All-Rook
Mark Jackson,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)","Herro, Tyler (MIA)","Clarke, Brandon (MEM)","Barrett, R.J. (NYK)","Hachimura, Rui (WAS)","Washington, P.J. (CHA)","White, Coby (CHI)","Paschall, Eric (GSW)",2020,All-Rook
Tim Bontemps,ESPN,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Thybulle, Matisse (PHI)","Paschall, Eric (GSW)","Davis, Terence (TOR)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","White, Coby (CHI)","Hachimura, Rui (WAS)",2020,All-Rook
Kelly Iko,The Athletic,"Morant, Ja (MEM)","Clarke, Brandon (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Davis, Terence (TOR)","Paschall, Eric (GSW)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","White, Coby (CHI)","Hachimura, Rui (WAS)",2020,All-Rook
Anthony Chiang,Miami Herald,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)","Clarke, Brandon (MEM)","Davis, Terence (TOR)","Thybulle, Matisse (PHI)","Herro, Tyler (MIA)","Washington, P.J. (CHA)","White, Coby (CHI)","Paschall, Eric (GSW)",2020,All-Rook
